name,directed_by,genre,type,id,initial_release_date
Fearless,Ronny Yu,Biographical film|Action Film|Sports|Drama,,/en/fearless,1/26/2006
Feast,John Gulager,Horror|Cult film|Monster movie|Horror comedy|Comedy,,/en/feast,9/22/2006
Femme Fatale,Brian De Palma,Thriller|Mystery|Crime Fiction|Erotic thriller,,/en/femme_fatale_2002,4/30/2002
Festival,Annie Griffin,Black comedy|Parody|Comedy,,/en/festival_2005,7/15/2005
Festival Express,Bob Smeaton,Documentary film|Concert film|History|Musical|Indie film|Rockumentary|Music,,/en/festival_express,
Festival in Cannes,Henry Jaglom,Mockumentary|Comedy-drama|Comedy of manners|Ensemble Film|Comedy|Drama,,/en/festival_in_cannes,11/3/2001
Fever Pitch,Bobby Farrelly|Peter Farrelly,Romance Film|Sports|Comedy|Drama,,/en/fever_pitch_2005,4/6/2005
Fida,Ken Ghosh,Romance Film|Adventure Film|Thriller|Drama,,/en/fida,8/20/2004
Fido,Andrew Currie,Horror|Parody|Romance Film|Horror comedy|Comedy|Drama,,/en/fido_2006,9/7/2006
Fighter in the Wind,Yang Yun-ho|Yang Yun-ho,Action/Adventure|Action Film|War film|Biographical film|Drama,,/en/fighter_in_the_wind,8/6/2004
Filantropica,Nae Caranfil,Comedy|Black comedy|Drama,,/en/filantropica,3/15/2002
Film Geek,James Westby,Indie film|Workplace Comedy|Comedy,,/en/film_geek,2/10/2006
Final Destination,James Wong,Slasher|Teen film|Supernatural|Horror|Cult film|Thriller,,/en/final_destination,3/16/2000
Final Destination 3,James Wong,Slasher|Teen film|Horror|Thriller,,/en/final_destination_3,2/9/2006
Final Destination 2,David R. Ellis,Slasher|Teen film|Supernatural|Horror|Cult film|Thriller,,/en/final_destination_2,1/30/2003
Final Fantasy VII: Advent Children,Tetsuya Nomura|Takeshi Nozue,Anime|Science Fiction|Animation|Action Film|Thriller,,/en/final_fantasy_vii_advent_children,8/31/2005
Final Fantasy: The Spirits Within,Hironobu Sakaguchi|Motonori Sakakibara,Science Fiction|Anime|Animation|Fantasy|Action Film|Adventure Film,,/en/final_fantasy_the_spirits_within,7/2/2001
Final Stab,David DeCoteau,Horror|Slasher|Teen film,,/en/final_stab,
Find Me Guilty,Sidney Lumet,Crime Fiction|Trial drama|Docudrama|Comedy-drama|Courtroom Comedy|Crime Comedy|Gangster Film|Comedy|Drama,,/en/find_me_guilty,2/16/2006
Finder's Fee,Jeff Probst,Thriller|Psychological thriller|Indie film|Suspense|Drama,,/en/finders_fee,6/16/2001
Finding Nemo,Andrew Stanton|Lee Unkrich,Animation|Adventure Film|Comedy|Family,,/en/finding_nemo,5/30/2003
Finding Neverland,Marc Forster,Costume drama|Historical period drama|Family|Biographical film|Drama,,/en/finding_neverland,9/4/2004
Fingerprints,Harry Basil,Thriller|Horror|Mystery,,/en/fingerprints,
Firewall,Richard Loncraine,Thriller|Action Film|Psychological thriller|Action/Adventure|Crime Thriller|Action Thriller,,/en/firewall_2006,2/2/2006
First Daughter,Forest Whitaker,Romantic comedy|Teen film|Romance Film|Comedy|Drama,,/en/first_daughter,9/24/2004
First Descent,Kemp Curly|Kevin Harrison,Documentary film|Sports|Extreme Sports|Biographical film,,/en/first_descent,12/2/2005
Fiza,Khalid Mohamed,Romance Film|Drama,,/en/fiza,9/8/2000
Flags of Our Fathers,Clint Eastwood,War film|History|Action Film|Film adaptation|Historical drama|Drama,,/en/flags_of_our_fathers_2006,10/20/2006
Flight from Death,Patrick Shen,Documentary film,,/en/flight_from_death,9/6/2006
Flight of the Phoenix,John Moore,Airplanes and airports|Disaster Film|Action Film|Adventure Film|Action/Adventure|Film adaptation|Drama,,/en/flight_of_the_phoenix,12/17/2004
Flightplan,Robert Schwentke,Thriller|Mystery|Drama,,/en/flightplan,9/22/2005
Flock of Dodos,Randy Olson,Documentary film|History,,/en/flock_of_dodos,
Fluffy the English Vampire Slayer,Henry Burrows,Horror comedy|Short Film|Fan film|Parody,,/en/fluffy_the_english_vampire_slayer,
Flushed Away,David Bowers|Sam Fell,Animation|Family|Adventure Film|Children's/Family|Family-Oriented Adventure|Comedy,,/en/flushed_away,10/22/2006
Fool &amp; Final,Ahmed Khan,Comedy|Action Film|Romance Film|Bollywood|World cinema,,/en/fool_and_final,6/1/2007
Foolproof,William Phillips,Action Film|Thriller|Crime Thriller|Action Thriller|Caper story|Crime Fiction|Comedy,,/en/foolproof,10/3/2003
For the Birds,Ralph Eggleston,Short Film|Animation|Comedy|Family,,/en/for_the_birds,6/5/2000
For Your Consideration,Christopher Guest,Mockumentary|Parody|Comedy,,/en/for_your_consideration_2006,11/17/2006
Forest of the Gods,Algimantas Puipa,War film|Drama,,/en/diev_mi_kas,9/23/2005
Formula 17,Chen Yin-jung,Romantic comedy|Romance Film|Comedy,,/en/formula_17,4/2/2004
Forty Shades of Blue,Ira Sachs,Indie film|Romance Film|Drama,,/en/forty_shades_of_blue,
Four Brothers,John Singleton,Action Film|Crime Fiction|Thriller|Action/Adventure|Family Drama|Crime Drama|Drama,,/en/four_brothers_2005,8/12/2005
Frailty,Bill Paxton,Psychological thriller|Thriller|Crime Fiction|Drama,,/en/frailty,11/17/2001
Frankenfish,Mark A.Z. Dippé,Action Film|Horror|Natural horror film|Monster|Science Fiction,,/en/frankenfish,10/9/2004
Franklin and the Turtle Lake Treasure,Dominique Monféry,Family|Animation,,/en/franklin_and_grannys_secret,12/20/2006
Franklin and the Green Knight,John van Bruggen,Family|Animation,,/en/franklin_and_the_green_knight,10/17/2000
Franklin's Magic Christmas,John van Bruggen,Family|Animation,,/en/franklins_magic_christmas,11/6/2001
Freaky Friday,Mark Waters,Family|Fantasy|Comedy,,/en/freaky_friday_2003,8/4/2003
Freddy vs. Jason,Ronny Yu,Horror|Thriller|Slasher|Action Film|Crime Fiction,,/en/freddy_vs_jason,8/13/2003
Free Jimmy,Christopher Nielsen,Anime|Animation|Black comedy|Satire|Stoner film|Comedy,,/en/free_jimmy,4/21/2006
Free Zone,Amos Gitai,Comedy|Drama,,/en/free_zone,5/19/2005
Freedomland,Joe Roth,Mystery|Thriller|Crime Fiction|Film adaptation|Crime Thriller|Crime Drama|Drama,,/en/freedomland,2/17/2006
Mr. Bean's Holiday,Steve Bendelack,Family|Comedy|Road movie,,/en/french_bean,3/22/2007
Frequency,Gregory Hoblit,Thriller|Time travel|Science Fiction|Suspense|Fantasy|Crime Fiction|Family Drama|Drama,,/en/frequency_2000,4/28/2000
Frida,Julie Taymor,Biographical film|Romance Film|Political drama|Drama,,/en/frida,8/29/2002
Friday After Next,Marcus Raboy,Buddy film|Comedy,,/en/friday_after_next,11/22/2002
Friday Night Lights,Peter Berg,Action Film|Sports|Drama,,/en/friday_night_lights,10/6/2004
Friends,Siddique,Romance Film|Comedy|Drama|Tamil cinema|World cinema,,/en/friends_2001,1/14/2001
Friends with Money,Nicole Holofcener,Romance Film|Indie film|Comedy-drama|Comedy of manners|Ensemble Film|Comedy|Drama,,/en/friends_with_money,4/7/2006
FRO - The Movie,Brad Gashler|Michael J. Brooks,Comedy-drama,,/en/fro_the_movie,
From Hell,Allen Hughes|Albert Hughes,Thriller|Mystery|Biographical film|Crime Fiction|Slasher|Film adaptation|Horror|Drama,,/en/from_hell_2001,9/8/2001
From Janet to Damita Jo: The Videos,Jonathan Dayton|Mark Romanek|Paul Hunter,Music video,,/en/from_janet_to_damita_jo_the_videos,9/7/2004
From Justin to Kelly,Robert Iscove,Musical|Romantic comedy|Teen film|Romance Film|Beach Film|Musical comedy|Comedy,,/en/from_justin_to_kelly,6/20/2003
Frostbite,Jonathan Schwartz,Sports|Comedy,,/en/frostbite_2005,
FUBAR,Michael Dowse,Mockumentary|Indie film|Buddy film|Comedy|Drama,,/en/fubar_2002,1/1/2002
Fuck,Steve Anderson,Documentary film|Indie film|Political cinema,,/en/fuck_2005,11/7/2005
Fuckland,José Luis Márques,Indie film|Dogme 95|Comedy-drama|Satire|Comedy of manners|Comedy|Drama,,/en/fuckland,9/21/2000
Full-Court Miracle,Stuart Gillard,Family|Drama,,/en/full_court_miracle,11/21/2003
Full Disclosure,John Bradshaw,Thriller|Action/Adventure|Action Film|Political thriller,,/en/full_disclosure_2001,5/15/2001
Full Frontal,Steven Soderbergh,Romantic comedy|Indie film|Romance Film|Comedy-drama|Ensemble Film|Comedy|Drama,,/en/full_frontal,8/2/2002
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Seiji Mizushima,Anime|Fantasy|Action Film|Animation|Adventure Film|Drama,,/wikipedia/ja/$5287$5834$7248_$92FC$306E$932C$91D1$8853$5E2B_$30B7$30E3$30F3$30D0$30E9$3092$5F81$304F$8005,7/23/2005
Fulltime Killer,Johnnie To|Wai Ka-fai,Action Film|Thriller|Crime Fiction|Martial Arts Film|Action Thriller|Drama,,/en/fulltime_killer,8/3/2001
Fun with Dick and Jane,Dean Parisot,Crime Fiction|Comedy,,/en/fun_with_dick_and_jane_2005,12/21/2005
Funny Ha Ha,Andrew Bujalski,Indie film|Romantic comedy|Romance Film|Mumblecore|Comedy-drama|Comedy of manners|Comedy,,/en/funny_ha_ha,
G-Sale,Randy Nargi,Mockumentary|Comedy of manners|Comedy,,/en/g-sale,11/15/2005
Gabrielle,Patrice Chéreau,Romance Film|Drama,,/en/gabrielle_2006,9/5/2005
Gagamboy,Erik Matti,Action Film|Science Fiction|Comedy|Fantasy,,/en/gagamboy,1/1/2004
Gallipoli,Tolga Örnek,Documentary film|War film,,/en/gallipoli_2005,3/18/2005
Game 6,Michael Hoffman,Indie film|Sports|Comedy-drama|Drama,,/en/game_6_2006,3/10/2006
Maximum Surge,Jason Bourque,Science Fiction,,/en/game_over_2003,6/23/2003
Expendable,Nathaniel Barker|Eliot Lash,Indie film|Short Film|War film,,/en/gamma_squad,6/14/2004
Gangotri,Kovelamudi Raghavendra Rao,Romance Film|Drama|Tollywood|World cinema,,/en/gangotri_2003,3/28/2003
Gangs of New York,Martin Scorsese,Crime Fiction|Historical drama|Drama,,/en/gangs_of_new_york,12/9/2002
Gangster,Anurag Basu,Thriller|Romance Film|Mystery|World cinema|Crime Fiction|Bollywood|Drama,,/en/gangster_2006,4/28/2006
Gangster No. 1,Paul McGuigan,Thriller|Crime Fiction|Historical period drama|Action Film|Crime Thriller|Action/Adventure|Gangster Film|Drama,,/en/gangster_no_1,6/9/2000
Garam Masala,Priyadarshan,Comedy,,/en/garam_masala_2005,11/2/2005
Garçon stupide,Lionel Baier,LGBT|World cinema|Gay|Gay Interest|Gay Themed|Coming of age|Comedy|Drama,,/en/garcon_stupide,3/10/2004
Garden State,Zach Braff,Romantic comedy|Coming of age|Romance Film|Comedy-drama|Comedy|Drama,,/en/garden_state,1/16/2004
Garfield: The Movie,Peter Hewitt,Slapstick|Animation|Family|Comedy,,/en/garfield_2004,6/6/2004
Garfield: A Tail of Two Kitties,Tim Hill,Family|Animal Picture|Children's/Family|Family-Oriented Adventure|Comedy,,/en/garfield_a_tail_of_two_kitties,6/15/2006
Gene-X,Martin Simpson,Thriller|Romance Film,,/en/gene-x,
George of the Jungle 2,David Grossman,Parody|Slapstick|Family|Jungle Film|Comedy,,/en/george_of_the_jungle_2,8/18/2003
George Washington,David Gordon Green,Coming of age|Indie film|Drama,,/en/george_washington_2000,9/29/2000
Georgia Rule,Garry Marshall,Comedy-drama|Romance Film|Melodrama|Comedy|Drama,,/en/georgia_rule,5/10/2007
Gerry,Gus Van Sant,Indie film|Adventure Film|Mystery|Avant-garde|Experimental film|Buddy film|Drama,,/en/gerry,2/14/2003
Get a Clue,Maggie Greenwald Mansfield,Mystery|Comedy,,/en/get_a_clue,6/28/2002
Get Over It,Tommy O'Haver,Musical|Romantic comedy|Teen film|Romance Film|School story|Farce|Gay|Gay Interest|Gay Themed|Sex comedy|Musical comedy|Comedy,,/en/get_over_it,3/9/2001
Get Rich or Die Tryin',Jim Sheridan,Coming of age|Crime Fiction|Hip hop film|Action Film|Biographical film|Musical Drama|Drama,,/en/get_rich_or_die_tryin,11/9/2005
Get Up!,Kazuyuki Izutsu,Musical|Action Film|Japanese Movies|Musical Drama|Musical comedy|Comedy|Drama,,/en/get_up,
Getting My Brother Laid,Sven Taddicken,Romantic comedy|Romance Film|Comedy|Drama,,/en/getting_my_brother_laid,
Getting There: Sweet 16 and Licensed to Drive,Steve Purcell,Family|Teen film|Comedy,,/en/getting_there,6/11/2002
Ghajini,A.R. Murugadoss,Thriller|Action Film|Mystery|Romance Film|Drama,,/en/ghajini,9/29/2005
Gharshana,Gautham Menon,Mystery|Crime Fiction|Romance Film|Action Film|Tollywood|World cinema|Drama,,/en/gharshana,7/30/2004
Ghilli,Dharani,Sports|Action Film|Romance Film|Comedy,,/en/ghilli,4/17/2004
Ghost Game,Joe Knee,Horror comedy,,/en/ghost_game_2006,9/1/2005
Ghost House,Kim Sang-jin,Horror|Horror comedy|Comedy|East Asian cinema|World cinema,,/en/ghost_house,9/17/2004
Ghost in the Shell 2: Innocence,Mamoru Oshii,Science Fiction|Anime|Action Film|Animation|Thriller|Drama,,/en/ghost_in_the_shell_2_innocence,3/6/2004
Ghost in the Shell: Solid State Society,Kenji Kamiyama,Anime|Science Fiction|Action Film|Animation|Thriller|Adventure Film|Fantasy,,/en/s_a_c_solid_state_society,9/1/2006
Ghost Lake,Jay Woelfel,Horror|Zombie Film,,/en/ghost_lake,5/17/2005
Ghost Rider,Mark Steven Johnson,Adventure Film|Thriller|Fantasy|Superhero movie|Horror|Drama,,/en/ghost_rider_2007,1/15/2007
Ghost Ship,Steve Beck,Horror|Supernatural|Slasher,,/en/ghost_ship_2002,10/22/2002
Ghost World,Terry Zwigoff,Indie film|Comedy-drama,,/en/ghost_world_2001,6/16/2001
Ghosts of Mars,John Carpenter,Adventure Film|Science Fiction|Horror|Supernatural|Action Film|Thriller|Space Western,,/en/ghosts_of_mars,8/24/2001
The International Playboys' First Movie: Ghouls Gone Wild!,Ted Geoghegan,Short Film|Musical,,/m/06ry42,10/28/2004
Gie,Riri Riza,Biographical film|Political drama|Drama,,/en/gie,7/14/2005
Gigantic (A Tale of Two Johns),A. J. Schnack,Indie film|Documentary film,,/en/gigantic_2003,3/10/2003
Gigli,Martin Brest,Crime Thriller|Romance Film|Romantic comedy|Crime Fiction|Comedy,,/en/gigli,7/27/2003
Ginger Snaps,John Fawcett,Teen film|Horror|Cult film,,/en/ginger_snaps,9/10/2000
Ginger Snaps 2: Unleashed,Brett Sullivan,Thriller|Horror|Teen film|Creature Film|Feminist Film|Horror comedy|Comedy,,/en/ginger_snaps_2_unleashed,1/30/2004
Girlfight,Karyn Kusama,Teen film|Sports|Coming-of-age story|Drama,,/en/girlfight,1/22/2000
Gladiator,Ridley Scott,Historical drama|Epic film|Action Film|Adventure Film|Drama,,/en/gladiator_2000,5/1/2000
Glastonbury,Julien Temple,Documentary film|Music|Concert film|Biographical film,,/en/glastonbury_2006,4/14/2006
Glastonbury Anthems,Gavin Taylor|Declan Lowney|Janet Fraser-Crook|Phil Heyes,Documentary film|Music|Concert film,,/en/glastonbury_anthems,
Glitter,Vondie Curtis-Hall,Musical|Romance Film|Musical Drama|Drama,,/en/glitter_2001,9/21/2001
Global Heresy,Sidney J. Furie,Comedy,,/en/global_heresy,9/3/2002
Glory Road,James Gartner,Sports|Historical period drama|Docudrama|Drama,,/en/glory_road_2006,1/13/2006
Go Figure,Francine McDougall,Family|Comedy|Drama,,/en/go_figure_2005,6/10/2005
Goal!,Danny Cannon,Sports|Romance Film|Drama,,/en/goal__2005,9/8/2005
Goal II: Living the Dream,Jaume Collet-Serra,Sports|Drama,,/en/goal_2_living_the_dream,2/9/2007
God Grew Tired of Us,Christopher Dillon Quinn|Tommy Walker,Documentary film|Indie film|Historical fiction,,/en/god_grew_tired_of_us,9/4/2006
God on My Side,Andrew Denton,Documentary film|Christian film,,/en/god_on_my_side,11/2/2006
Godavari,Sekhar Kammula,Romance Film|Drama|Tollywood|World cinema,,/en/godavari,5/19/2006
Varalaru,K. S. Ravikumar,Action Film|Musical|Romance Film|Tamil cinema|Drama|Musical Drama,,/en/godfather,2/24/2006
Godsend,Nick Hamm,Thriller|Science Fiction|Horror|Psychological thriller|Sci-Fi Horror|Drama,,/en/godsend,4/30/2004
Godzilla 3D to the MAX,Keith Melton|Yoshimitsu Banno,Horror|Action Film|Science Fiction|Short Film,,/en/godzilla_3d_to_the_max,9/12/2007
Godzilla Against Mechagodzilla,Masaaki Tezuka,Monster|Science Fiction|Cult film|World cinema|Action Film|Creature Film|Japanese Movies,,/en/godzilla_against_mechagodzilla,12/15/2002
Godzilla vs. Megaguirus,Masaaki Tezuka,Monster|World cinema|Science Fiction|Cult film|Action Film|Creature Film|Japanese Movies,,/en/godzilla_vs_megaguirus,11/3/2000
Godzilla: Tokyo SOS,Masaaki Tezuka,Monster|Fantasy|World cinema|Action/Adventure|Science Fiction|Cult film|Japanese Movies,,/en/godzilla_tokyo_sos,11/3/2003
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Shusuke Kaneko,Science Fiction|Action Film|Adventure Film|Drama,,/wikipedia/fr/Godzilla$002C_Mothra_and_King_Ghidorah$003A_Giant_Monsters_All-Out_Attack,11/3/2001
Godzilla: Final Wars,Ryuhei Kitamura,Fantasy|Science Fiction|Monster movie,,/en/godzilla_final_wars,11/29/2004
Going the Distance,Mark Griffiths,Comedy,,/en/going_the_distance,8/20/2004
Going to the Mat,Stuart Gillard,Family|Sports|Drama,,/en/going_to_the_mat,3/19/2004
Going Upriver,George Butler,Documentary film|War film|Political cinema,,/en/going_upriver,9/14/2004
Golmaal: Fun Unlimited,Rohit Shetty,Musical|Musical comedy|Comedy,,/en/golmaal,7/14/2006
Gone in 60 Seconds,Dominic Sena,Thriller|Action Film|Crime Fiction|Crime Thriller|Heist film|Action/Adventure,,/en/gone_in_sixty_seconds,6/5/2000
"Good bye, Lenin!",Wolfgang Becker,Romance Film|Comedy|Drama|Tragicomedy,,/en/good_bye_lenin,2/9/2003
Good Luck Chuck,Mark Helfrich,Romance Film|Fantasy|Comedy|Drama,,/en/good_luck_chuck,6/13/2007
"Good Night, and Good Luck",George Clooney,Political drama|Historical drama|Docudrama|Biographical film|Historical fiction|Drama,,/en/good_night_and_good_luck,9/1/2005
"Goodbye, Dragon Inn",Tsai Ming-liang,Comedy-drama|Comedy of manners|Comedy|Drama,,/en/goodbye_dragon_inn,12/12/2003
Gosford Park,Robert Altman,Mystery|Drama,,/en/gosford_park,11/7/2001
Gothika,Mathieu Kassovitz,Thriller|Horror|Psychological thriller|Supernatural|Crime Thriller|Mystery,,/en/gothika,11/13/2003
Gotta Kick It Up!,Ramón Menéndez,Teen film|Television film|Children's/Family|Family,,/en/gotta_kick_it_up,
Goya's Ghosts,Miloš Forman,Biographical film|War film|Drama,,/en/goyas_ghosts,11/8/2006
Gozu,Takashi Miike,Horror|Surrealism|World cinema|Japanese Movies|Horror comedy|Comedy,,/en/gozu,7/12/2003
Grande École,Robert Salis,World cinema|LGBT|Romance Film|Gay|Gay Interest|Gay Themed|Ensemble Film|Erotic Drama|Drama,,/en/grande_ecole,2/4/2004
Grandma's Boy,Nicholaus Goossen,Stoner film|Comedy,,/en/grandmas_boy,1/6/2006
Grayson,John Fiorella,Indie film|Fan film|Short Film,,/en/grayson_2004,7/20/2004
Grbavica: The Land of My Dreams,Jasmila Žbanić,War film|Art film|Drama,,/en/grbavica_2006,2/12/2006
Green Street,Lexi Alexander,Sports|Crime Fiction|Drama,,/en/green_street,3/12/2005
Green Tea,Zhang Yuan,Romance Film|Drama,,/en/green_tea_2003,8/18/2003
Greenfingers,Joel Hershman,Comedy-drama|Prison film|Comedy|Drama,,/en/greenfingers,9/14/2001
Gridiron Gang,Phil Joanou,Sports|Crime Fiction|Drama,,/en/gridiron_gang,9/15/2006
Grill Point,Andreas Dresen,Drama|Comedy|Tragicomedy|Comedy-drama,,/en/grill_point,2/12/2002
Grilled,Jason Ensler,Black comedy|Buddy film|Workplace Comedy|Comedy,,/en/grilled,7/11/2006
Grindhouse,Robert Rodriguez|Quentin Tarantino|Eli Roth|Edgar Wright|Rob Zombie|Jason Eisener,Slasher|Thriller|Action Film|Horror|Zombie Film,,/en/grind_house,4/6/2007
Grizzly Falls,Stewart Raffill,Adventure Film|Animal Picture|Family-Oriented Adventure|Family|Drama,,/en/grizzly_falls,6/28/2004
Grizzly Man,Werner Herzog,Documentary film|Biographical film,,/en/grizzly_man,1/24/2005
GRODMIN,Jim Horwitz,Avant-garde|Experimental film|Drama,,/en/grodmin,
Gudumba Shankar,Veera Shankar,Action Film|Drama|Tollywood|World cinema,,/en/gudumba_shankar,9/9/2004
Che: Part Two,Steven Soderbergh,Biographical film|War film|Historical drama|Drama,,/en/che_part_two,5/21/2008
Guess Who,Kevin Rodney Sullivan,Romance Film|Romantic comedy|Comedy of manners|Domestic Comedy|Comedy,,/en/guess_who_2005,3/25/2005
Gunner Palace,Michael Tucker|Petra Epperlein,Documentary film|Indie film|War film,,/en/gunner_palace,3/4/2005
Guru,Mani Ratnam,Biographical film|Musical|Romance Film|Drama|Musical Drama,,/en/guru_2007,1/12/2007
Primeval,Michael Katleman,Thriller|Horror|Natural horror film|Action/Adventure|Action Film,,/en/primeval_2007,1/12/2007
Gypsy 83,Todd Stephens,Coming of age|LGBT|Black comedy|Indie film|Comedy-drama|Road movie|Comedy|Drama,,/en/gypsy_83,
H,Jong-hyuk Lee,Thriller|Horror|Drama|Mystery|Crime Fiction|East Asian cinema|World cinema,,/en/h_2002,12/27/2002
H. G. Wells' The War of the Worlds,Timothy Hines,Indie film|Steampunk|Science Fiction|Thriller,,/en/h_g_wells_the_war_of_the_worlds,6/14/2005
H. G. Wells' War of the Worlds,David Michael Latt,Indie film|Science Fiction|Thriller|Film adaptation|Action Film|Alien Film|Horror|Mockbuster|Drama,,/en/h_g_wells_war_of_the_worlds,6/28/2005
Hadh Kar Di Aapne,Manoj Agrawal,Romantic comedy|Bollywood,,/en/hadh_kar_di_aapne,4/14/2000
Haggard: The Movie,Bam Margera,Indie film|Comedy,,/en/haggard_the_movie,6/24/2003
Haiku Tunnel,Jacob Kornbluth|Josh Kornbluth,Black comedy|Indie film|Satire|Workplace Comedy|Comedy,,/en/haiku_tunnel,
Hairspray,Adam Shankman,Musical|Romance Film|Comedy|Musical comedy,,/en/hairspray,7/13/2007
Half Nelson,Ryan Fleck,Social problem film|Drama,,/en/half_nelson,1/23/2006
Half-Life,Jennifer Phang,Fantasy|Indie film|Science Fiction|Fantasy Drama|Drama,,/en/half_life_2006,
Halloween Resurrection,Rick Rosenthal,Slasher|Horror|Cult film|Teen film,,/en/halloween_resurrection,7/12/2002
Halloweentown High,Mark A.Z. Dippé,Fantasy|Teen film|Fantasy Comedy|Comedy|Family,,/en/halloweentown_high,10/8/2004
Halloweentown II: Kalabar's Revenge,Mary Lambert,Fantasy|Children's Fantasy|Children's/Family|Family,,/en/halloweentown_ii_kalabars_revenge,10/12/2001
Return to Halloweentown,David Jackson,Family|Children's/Family|Fantasy Comedy|Comedy,,/en/halloweentown_witch_u,10/20/2006
Hamlet,Michael Almereyda,Thriller|Romance Film|Drama,,/en/hamlet_2000,5/12/2000
Hana and Alice,Shunji Iwai,Romance Film|Romantic comedy|Comedy|Drama,,/en/hana_alice,3/13/2004
Hannibal,Ridley Scott,Thriller|Psychological thriller|Horror|Action Film|Mystery|Crime Thriller|Drama,,/en/hannibal,2/9/2001
Making Babies,Daniel Lind Lagerlöf,Drama,,/en/hans_och_hennes,1/29/2001
Hanuman,V.G. Samant|Milind Ukey,Animation|Bollywood|World cinema,,/en/hanuman_2005,10/21/2005
Hanuman Junction,M.Raja,Action Film|Comedy|Drama|Tollywood|World cinema,,/en/hanuman_junction,12/21/2001
Happily N'Ever After,Paul J. Bolger|Yvette Kaplan,Fantasy|Animation|Family|Comedy|Adventure Film,,/en/happily_never_after,12/16/2006
Happy,A. Karunakaran,Romance Film|Musical|Comedy|Drama|Musical comedy|Musical Drama,,/en/happy_2006,1/27/2006
Happy Endings,Don Roos,LGBT|Music|Thriller|Romantic comedy|Indie film|Romance Film|Comedy|Drama,,/en/happy_endings,1/20/2005
Happy Ero Christmas,Lee Geon-dong,Romance Film|Comedy|East Asian cinema|World cinema,,/en/happy_ero_christmas,12/17/2003
Happy Feet,George Miller|Warren Coleman|Judy Morris,Family|Animation|Comedy|Music|Musical|Musical comedy,,/en/happy_feet,11/16/2006
I Love New Year,Radhika Rao|Vinay Sapru,Caper story|Crime Fiction|Romantic comedy|Romance Film|Bollywood|World cinema,,/wikipedia/en_title/I_Love_New_Year,12/30/2013
Har Dil Jo Pyar Karega,Raj Kanwar,Musical|Romance Film|World cinema|Musical Drama|Drama,,/en/har_dil_jo_pyar_karega,7/24/2000
Hard Candy,David Slade,Psychological thriller|Thriller|Suspense|Indie film|Erotic thriller|Drama,,/en/hard_candy,
Hard Luck,Mario Van Peebles,Thriller|Crime Fiction|Action/Adventure|Action Film|Drama,,/en/hard_luck,10/17/2006
Hardball,Brian Robbins,Sports|Drama,,/en/hardball,9/14/2001
Harold &amp; Kumar Go to White Castle,Danny Leiner,Stoner film|Buddy film|Adventure Film|Comedy,,/en/harold_kumar_go_to_white_castle,5/20/2004
Harry Potter and the Chamber of Secrets,Chris Columbus,Adventure Film|Family|Fantasy|Mystery,,/en/harry_potter_and_the_chamber_of_secrets_2002,11/3/2002
Harry Potter and the Goblet of Fire,Mike Newell,Family|Fantasy|Adventure Film|Thriller|Science Fiction|Supernatural|Mystery|Children's Fantasy|Children's/Family|Fantasy Adventure|Fiction,,/en/harry_potter_and_the_goblet_of_fire_2005,11/6/2005
Harry Potter and the Half-Blood Prince,David Yates,Adventure Film|Fantasy|Mystery|Action Film|Family|Romance Film|Children's Fantasy|Children's/Family|Fantasy Adventure|Fiction,,/en/harry_potter_and_the_half_blood_prince_2008,7/6/2009
Harry Potter and the Order of the Phoenix,David Yates,Family|Mystery|Adventure Film|Fantasy|Fantasy Adventure|Fiction,,/en/harry_potter_and_the_order_of_the_phoenix_2007,6/28/2007
